TS,621015524,TJ,332456781
TS,392408150,TJ,384368947
TS,288306040,TJ,287771949
TS,374453445,TJ,373374403
TS,285989412,TJ,285332408
TS,424749848,TJ,420958961
TS,414075374,TJ,412800798
TS,372534003,TJ,370354376
TS,251934489,TJ,251005248
TS,411580805,TJ,409825632
TS,392991310,TJ,376363154
TS,377061248,TJ,375924068
TS,399131973,TJ,394949597
TS,423085605,TJ,421139542
TS,372333623,TJ,370920532
TS,371635996,TJ,370208348
TS,433270445,TJ,429667830
TS,303647499,TJ,299202964
TS,287472978,TJ,286857863
TS,396614579,TJ,394645708
TS,443774011,TJ,442798684
TS,281934444,TJ,281336282
TS,379862280,TJ,378597651
TS,247870526,TJ,247288788
TS,283945556,TJ,283022497
TS,395811275,TJ,394951102
TS,368798849,TJ,367952735
TS,427653942,TJ,423565840
TS,392973170,TJ,387203295
TS,317999837,TJ,313784780
TS,372128852,TJ,371283024
TS,406117168,TJ,404930999
TS,370035121,TJ,369184157
TS,370816769,TJ,370002286
TS,394361434,TJ,393212618
TS,394103882,TJ,392301981
TS,297366290,TJ,296409448
TS,327318690,TJ,326814773
TS,376752249,TJ,372527476
TS,286765177,TJ,285327806
TS,298592164,TJ,298100042
TS,410431136,TJ,409591217
TS,397950448,TJ,397051880
TS,419469577,TJ,414836053
TS,253919068,TJ,253426596
TS,287108184,TJ,286593296
TS,252708661,TJ,252226070
TS,253590099,TJ,253099920
TS,424540223,TJ,423743244
TS,409192066,TJ,408399263
TS,260164617,TJ,259664732
TS,402319067,TJ,397125233
TS,294253671,TJ,293740990
TS,287329266,TJ,286867820
TS,375647458,TJ,374899690
TS,408468544,TJ,407661375
TS,409888493,TJ,409041880
TS,397755084,TJ,396926865
TS,431206299,TJ,430036506
TS,376976205,TJ,375119530
TS,372263414,TJ,371500427
TS,293530860,TJ,292897759
TS,421475488,TJ,420650006
TS,382051806,TJ,380468765
TS,288256525,TJ,286662886
TS,373489653,TJ,372785333
TS,369804774,TJ,369025535
TS,394653388,TJ,392694088
TS,264461825,TJ,264013076
TS,406270160,TJ,405513296
TS,433049410,TJ,432341785
TS,416937844,TJ,415222595
TS,425392184,TJ,424121375
TS,377396605,TJ,376112230
TS,436016680,TJ,435031794
TS,290325965,TJ,289528103
TS,408539921,TJ,407758147
TS,382731423,TJ,381224274
TS,253403291,TJ,251436444
TS,429750522,TJ,428962240
TS,383180014,TJ,381615456
TS,396674497,TJ,395888010
TS,274257557,TJ,273795539
TS,257170160,TJ,256722502
TS,429072994,TJ,428373465
TS,251472768,TJ,251021282
TS,270145626,TJ,269713778
TS,368123730,TJ,367456847
TS,391718283,TJ,390990454
TS,249371577,TJ,248881282
TS,392604939,TJ,391941058
TS,424034939,TJ,422945562
TS,251778355,TJ,250128717
TS,372491686,TJ,371850154
TS,425724627,TJ,425089237
TS,272232394,TJ,271713541
TS,380270948,TJ,379504135
TS,251750001,TJ,251311711
TS,369255713,TJ,368598510
