TS,296325514,TJ,293106857
TS,372211343,TJ,367161891
TS,371134744,TJ,368611069
TS,426053816,TJ,423531769
TS,281464430,TJ,278887201
TS,369389843,TJ,363846552
TS,286815182,TJ,284468152
TS,432721191,TJ,416786603
TS,372605758,TJ,366659007
TS,374847178,TJ,367654236
TS,245533016,TJ,243018148
TS,407436586,TJ,401216006
TS,382563939,TJ,379273067
TS,294016540,TJ,290881253
TS,400338554,TJ,398027896
TS,395192319,TJ,392543840
TS,422414776,TJ,416217762
TS,285070411,TJ,280617218
TS,404198663,TJ,401666016
TS,372086395,TJ,366873639
TS,425822912,TJ,423410684
TS,388927019,TJ,386027358
TS,282370533,TJ,276903146
TS,404634405,TJ,401548849
TS,366267482,TJ,363229202
TS,287889870,TJ,284525824
TS,370352794,TJ,367917942
TS,255621691,TJ,250282887
TS,290951925,TJ,285699593
TS,371529191,TJ,369104968
TS,399377772,TJ,396742713
TS,437881634,TJ,435157500
TS,384848995,TJ,381199035
TS,305062451,TJ,302721420
TS,370586890,TJ,367956861
TS,402358965,TJ,398010069
TS,367865215,TJ,365545916
TS,405613498,TJ,403259232
TS,393291953,TJ,390843271
TS,404734229,TJ,398163804
TS,295042945,TJ,292881399
TS,286907087,TJ,282801971
TS,248554882,TJ,246468616
TS,289199656,TJ,281595281
TS,301636224,TJ,296328628
TS,254540131,TJ,251855680
TS,402690905,TJ,400315890
TS,246881247,TJ,244155905
TS,247767542,TJ,244370637
TS,411755163,TJ,409388235
TS,402917557,TJ,399580331
TS,279040978,TJ,276827022
TS,280691522,TJ,278591846
TS,364304535,TJ,361998973
TS,399886248,TJ,394823492
TS,396794554,TJ,394431147
TS,403494507,TJ,394891705
TS,403753152,TJ,399132025
TS,367141574,TJ,363239335
TS,406891824,TJ,404430610
TS,411871942,TJ,409533385
TS,368162931,TJ,364499463
TS,449660597,TJ,443025742
TS,369753781,TJ,366329187
TS,375373486,TJ,370262491
TS,283412624,TJ,281367435
TS,251393214,TJ,249274017
TS,406380805,TJ,399346814
TS,289981607,TJ,285044617
TS,405915590,TJ,403716620
TS,413013053,TJ,410421916
TS,416051586,TJ,413014883
TS,428545153,TJ,426293875
TS,282801638,TJ,280709333
TS,430072218,TJ,427692605
TS,420567625,TJ,412461035
TS,249236701,TJ,247211639
TS,448973596,TJ,371004625
TS,424928755,TJ,419012103
TS,398677697,TJ,395600321
TS,406454755,TJ,404145955
TS,257595173,TJ,251292144
TS,428810325,TJ,424935962
TS,427369071,TJ,423053517
TS,268175979,TJ,264196481
TS,370696498,TJ,364325101
TS,548098688,TJ,545914955
TS,297337269,TJ,295211945
TS,386610981,TJ,383905766
TS,248360158,TJ,245706544
TS,250501111,TJ,248475022
TS,405647271,TJ,403466674
TS,394208980,TJ,391990125
TS,277187285,TJ,274493564
TS,403882523,TJ,401548583
TS,415850349,TJ,413716860
TS,376419234,TJ,371115826
TS,377539136,TJ,370714907
TS,420500116,TJ,418289730
TS,283559481,TJ,278710401
TS,279532669,TJ,277535491
TS,406506451,TJ,402777000
TS,373666092,TJ,371516213
TS,249247851,TJ,247207998
TS,372776533,TJ,370522959
TS,243564637,TJ,241615066
TS,396905092,TJ,392051371
TS,247857839,TJ,245235977
TS,271133573,TJ,269216114
TS,247694726,TJ,245654588
TS,394762346,TJ,388817794
TS,277324965,TJ,275305261
TS,248111252,TJ,246093351
TS,368810404,TJ,366688794
TS,285263586,TJ,283246481
TS,403438584,TJ,401288252
TS,402933965,TJ,400847828
TS,403084044,TJ,400869251
TS,400971023,TJ,398890948
TS,411216619,TJ,409009655
TS,404871008,TJ,402643785
TS,403938155,TJ,398645988
TS,373275103,TJ,371081477
TS,424550686,TJ,422087017
TS,290513885,TJ,278958404
TS,263505507,TJ,261576800
TS,367259623,TJ,362272642
TS,365334938,TJ,363213565
TS,247036046,TJ,245039436
TS,364881663,TJ,362805330
TS,281825919,TJ,279826687
TS,397914428,TJ,395749274
TS,402709651,TJ,400522636
TS,246693997,TJ,244716720
TS,243653975,TJ,241647495
TS,409035902,TJ,406830291
TS,371485962,TJ,369314852
TS,293206744,TJ,291222874
TS,371714325,TJ,369557791
TS,378848379,TJ,371899270
TS,393190154,TJ,391062943
TS,437977229,TJ,432644543
TS,372140913,TJ,369362720
TS,300277509,TJ,295111124
TS,301079763,TJ,299154267
TS,250973080,TJ,245364309
TS,431774797,TJ,425594844
TS,373748458,TJ,371610625
TS,248191263,TJ,246221086
TS,366842785,TJ,364722053
TS,401195953,TJ,399005136
TS,367650587,TJ,365290889
TS,399306501,TJ,397184297
TS,384920021,TJ,370966571
TS,409762811,TJ,407552554
TS,395648033,TJ,389545074
